0.32	0.010109	0.0064961	0.0066939	0.0009569	5.66e-05
0.33	0.010047	0.0066581	0.0064576	0.0008966	5.48e-05
0.34	0.0101165	0.0069026	0.0062682	0.0008538	4.89e-05
0.35	0.0101084	0.0070953	0.0061117	0.0007892	4.44e-05
0.36	0.0101088	0.0073255	0.005919	0.00077	4.41e-05
0.37	0.0100965	0.0075267	0.0057343	0.0007242	3.69e-05
0.38	0.0101161	0.0076747	0.005608	0.0006802	3.7e-05
0.39	0.0101051	0.0078819	0.0055109	0.000654	3.47e-05
0.4	0.0101268	0.0080503	0.0053864	0.0006125	2.92e-05
0.41	0.0100368	0.0082839	0.0052146	0.0005994	2.93e-05
0.42	0.0100787	0.0084688	0.0051019	0.0005555	2.81e-05
0.43	0.0100935	0.0086847	0.004994	0.0005275	2.46e-05
0.44	0.0100983	0.0088784	0.0048933	0.0005107	2.09e-05
0.45	0.0100745	0.0091354	0.0047715	0.0004922	2.1e-05
0.46	0.0101135	0.0092873	0.0046458	0.0004846	1.99e-05
0.47	0.0101509	0.0094448	0.0045657	0.000433	1.7e-05
0.48	0.0101337	0.009657	0.0044754	0.0004382	1.8e-05
0.49	0.0101199	0.0098861	0.0044021	0.000411	1.4e-05
0.5	0.0101341	0.0100768	0.0043029	0.0003827	1.48e-05
0.51	0.0100795	0.0102687	0.0042329	0.0003849	1.48e-05
0.52	0.0101088	0.0105622	0.0041578	0.0003596	1.49e-05
0.53	0.0101038	0.010727	0.0040319	0.0003529	1.41e-05
0.54	0.0100757	0.0109088	0.0040234	0.0003433	1.19e-05
0.55	0.0100789	0.0110296	0.0039054	0.0003373	1.23e-05
0.56	0.0100782	0.0113422	0.0038693	0.0003247	1.07e-05
0.57	0.0101274	0.011456	0.0037633	0.0003141	1.06e-05
0.58	0.0100632	0.011676	0.0037304	0.0002934	1.07e-05
0.59	0.0100606	0.011884	0.0036617	0.0002776	1.01e-05
0.6	0.0100943	0.0120971	0.0035875	0.0002691	9.6e-06
0.61	0.0100441	0.01232	0.0035615	0.00027	7.3e-06
0.62	0.0101489	0.012489	0.0034651	0.0002562	7.6e-06
0.63	0.0101315	0.0127092	0.0034407	0.0002594	8.6e-06
0.64	0.0101052	0.0129133	0.0033647	0.0002411	6.8e-06
0.65	0.010077	0.0130724	0.0033059	0.0002384	7.4e-06
0.66	0.0100587	0.0133327	0.0032711	0.0002316	6.9e-06
0.67	0.0101392	0.013559	0.0032231	0.000214	5.9e-06
0.68	0.0100519	0.0136964	0.0031821	0.0002118	7e-06
0.69	0.0101605	0.0139033	0.0031151	0.000209	7.3e-06
0.7	0.0101168	0.0140789	0.0030633	0.0002115	6e-06
0.71	0.0101294	0.0142779	0.0030276	0.0001986	5.2e-06
0.72	0.0101271	0.0144965	0.0029859	0.0001888	6e-06
0.73	0.0101463	0.0146661	0.0029403	0.0001887	5.1e-06
0.74	0.0100622	0.0149606	0.002923	0.0001785	5.3e-06
0.75	0.0101433	0.0150869	0.0028759	0.0001757	5e-06
0.76	0.0100933	0.0153467	0.0028535	0.00017	4.2e-06
0.77	0.0101239	0.0155176	0.0027816	0.0001717	3.3e-06
0.78	0.0100883	0.0157271	0.0027611	0.000164	3.6e-06
0.79	0.0100694	0.0159641	0.0027139	0.0001586	3.4e-06
0.8	0.010101	0.0161165	0.0026913	0.0001592	3.7e-06
0.81	0.0101351	0.0163452	0.0026446	0.0001449	4e-06
0.82	0.010079	0.0164978	0.0026319	0.0001536	4.5e-06
0.83	0.0100958	0.01674	0.0025956	0.0001438	3.3e-06
0.84	0.0101597	0.0168949	0.002576	0.0001465	3e-06
0.85	0.0101203	0.0171186	0.002548	0.0001397	2.9e-06
0.86	0.0100877	0.01733	0.0025197	0.0001335	3e-06
0.87	0.0101438	0.017434	0.002462	0.0001329	2.5e-06
0.88	0.0101073	0.0177277	0.0024691	0.0001269	3.6e-06
0.89	0.0101261	0.0178971	0.0024302	0.0001276	2.4e-06
0.9	0.0100846	0.0181566	0.0023841	0.0001198	2.3e-06
0.91	0.010089	0.0182877	0.0023793	0.0001182	2.3e-06
0.92	0.0101025	0.0184779	0.0023331	0.0001202	1.8e-06
0.93	0.0101168	0.018684	0.0023216	0.0001144	2.1e-06
0.94	0.0100966	0.0189319	0.0022881	0.0001105	2.7e-06
0.95	0.0100659	0.0191007	0.0022875	0.0001107	2.6e-06
0.96	0.0100847	0.0193133	0.0022446	0.0001114	1.9e-06
0.97	0.0100784	0.0195495	0.0022083	0.0001087	3.6e-06
0.98	0.010066	0.0196967	0.0022175	0.0001098	1.6e-06
0.99	0.0100446	0.0199065	0.0021792	0.0001031	1.6e-06
1	0	0	0	0	0
